1	7
1	14
1	27
1	51
1	52
1	61
1	69
1	70
1	71
1	91
1	95
1	103
1	113
1	118
1	120
1	127
2	3
2	4
2	7
2	12
2	26
2	52
2	57
2	60
2	62
2	64
2	65
2	80
2	89
2	96
2	107
2	113
3	2
3	6
3	18
3	23
3	24
3	33
3	52
3	56
3	58
3	61
3	80
3	81
3	96
3	102
3	103
3	117
4	2
4	17
4	20
4	31
4	37
4	44
4	51
4	67
4	77
4	82
4	84
4	92
4	103
4	114
4	122
4	128
5	11
5	15
5	30
5	32
5	38
5	44
5	52
5	74
5	83
5	94
5	96
5	100
5	106
5	107
5	112
5	123
6	3
6	26
6	30
6	37
6	40
6	61
6	63
6	65
6	70
6	79
6	83
6	97
6	106
6	110
6	113
6	121
7	1
7	2
7	11
7	16
7	23
7	43
7	48
7	56
7	67
7	69
7	85
7	96
7	98
7	102
7	108
7	115
8	13
8	19
8	27
8	34
8	36
8	39
8	55
8	58
8	68
8	70
8	71
8	72
8	80
8	105
8	116
8	125
9	14
9	22
9	23
9	32
9	40
9	43
9	45
9	46
9	55
9	60
9	67
9	68
9	72
9	85
9	98
9	114
10	17
10	32
10	39
10	45
10	55
10	71
10	76
10	85
10	86
10	96
10	104
10	113
10	122
10	124
10	127
10	128
11	5
11	7
11	18
11	22
11	27
11	36
11	40
11	41
11	42
11	74
11	84
11	90
11	92
11	119
11	121
11	124
12	2
12	15
12	21
12	28
12	29
12	31
12	44
12	51
12	56
12	74
12	76
12	98
12	111
12	113
12	121
12	125
13	8
13	18
13	33
13	36
13	43
13	45
13	63
13	65
13	86
13	91
13	108
13	109
13	112
13	113
13	123
13	126
14	1
14	9
14	15
14	19
14	29
14	37
14	54
14	55
14	59
14	62
14	64
14	75
14	88
14	90
14	94
14	124
15	5
15	12
15	14
15	33
15	37
15	49
15	55
15	65
15	69
15	76
15	77
15	87
15	93
15	103
15	105
15	120
16	7
16	17
16	28
16	31
16	39
16	41
16	48
16	67
16	70
16	76
16	101
16	106
16	107
16	110
16	119
16	125
17	4
17	10
17	16
17	21
17	24
17	44
17	51
17	52
17	58
17	71
17	74
17	101
17	107
17	115
17	117
17	128
18	3
18	11
18	13
18	26
18	27
18	43
18	50
18	70
18	91
18	96
18	104
18	107
18	108
18	115
18	119
18	125
19	8
19	14
19	20
19	42
19	47
19	58
19	65
19	80
19	86
19	89
19	99
19	103
19	104
19	109
19	114
19	123
20	4
20	19
20	21
20	23
20	34
20	35
20	76
20	82
20	83
20	86
20	88
20	99
20	101
20	104
20	118
20	120
21	12
21	17
21	20
21	43
21	45
21	46
21	48
21	51
21	52
21	56
21	92
21	96
21	98
21	99
21	102
21	106
22	9
22	11
22	26
22	29
22	30
22	61
22	65
22	74
22	78
22	93
22	104
22	107
22	115
22	116
22	123
22	124
23	3
23	7
23	9
23	20
23	28
23	36
23	55
23	63
23	68
23	77
23	78
23	81
23	82
23	109
23	113
23	115
24	3
24	17
24	27
24	46
24	49
24	54
24	62
24	76
24	89
24	95
24	101
24	105
24	108
24	112
24	115
24	122
25	31
25	32
25	36
25	42
25	53
25	59
25	64
25	73
25	76
25	81
25	89
25	94
25	107
25	110
25	120
25	121
26	2
26	6
26	18
26	22
26	28
26	32
26	37
26	59
26	73
26	81
26	84
26	94
26	103
26	110
26	123
26	126
27	1
27	8
27	11
27	18
27	24
27	40
27	43
27	52
27	53
27	55
27	73
27	76
27	98
27	112
27	121
27	124
28	12
28	16
28	23
28	26
28	33
28	37
28	39
28	43
28	44
28	45
28	49
28	54
28	58
28	60
28	70
28	100
29	12
29	14
29	22
29	31
29	46
29	74
29	77
29	78
29	83
29	88
29	93
29	101
29	110
29	111
29	118
29	127
30	5
30	6
30	22
30	36
30	39
30	49
30	57
30	61
30	68
30	74
30	81
30	90
30	95
30	100
30	107
30	117
31	4
31	12
31	16
31	25
31	29
31	42
31	57
31	73
31	80
31	84
31	86
31	97
31	104
31	118
31	119
31	127
32	5
32	9
32	10
32	25
32	26
32	47
32	56
32	74
32	82
32	96
32	97
32	99
32	102
32	107
32	114
32	128
33	3
33	13
33	15
33	28
33	43
33	44
33	50
33	52
33	61
33	72
33	78
33	96
33	98
33	114
33	115
33	122
34	8
34	20
34	38
34	39
34	46
34	48
34	56
34	77
34	81
34	85
34	94
34	104
34	110
34	111
34	117
34	122
35	20
35	37
35	40
35	45
35	56
35	61
35	63
35	71
35	73
35	76
35	85
35	87
35	104
35	109
35	126
35	127
36	8
36	11
36	13
36	23
36	25
36	30
36	41
36	47
36	55
36	76
36	85
36	92
36	95
36	116
36	118
36	124
37	4
37	6
37	14
37	15
37	26
37	28
37	35
37	38
37	71
37	73
37	77
37	79
37	81
37	99
37	100
37	125
38	5
38	34
38	37
38	46
38	50
38	70
38	76
38	83
38	90
38	94
38	96
38	97
38	99
38	105
38	108
38	123
39	8
39	10
39	16
39	28
39	30
39	34
39	49
39	59
39	64
39	75
39	79
39	86
39	93
39	100
39	108
39	111
40	6
40	9
40	11
40	27
40	35
40	56
40	61
40	62
40	66
40	72
40	79
40	88
40	92
40	106
40	122
40	126
41	11
41	16
41	36
41	42
41	44
41	51
41	62
41	76
41	92
41	100
41	101
41	111
41	114
41	125
41	127
41	128
42	11
42	19
42	25
42	31
42	41
42	56
42	64
42	66
42	78
42	83
42	86
42	88
42	89
42	102
42	110
42	113
43	7
43	9
43	13
43	18
43	21
43	27
43	28
43	33
43	50
43	66
43	75
43	85
43	94
43	107
43	108
43	110
44	4
44	5
44	12
44	17
44	28
44	33
44	41
44	56
44	68
44	72
44	90
44	91
44	92
44	106
44	119
44	125
45	9
45	10
45	13
45	21
45	28
45	35
45	48
45	60
45	67
45	69
45	84
45	93
45	95
45	108
45	116
45	126
46	9
46	21
46	24
46	29
46	34
46	38
46	57
46	61
46	82
46	100
46	101
46	111
46	116
46	120
46	122
46	124
47	19
47	32
47	36
47	48
47	49
47	51
47	57
47	68
47	79
47	87
47	89
47	90
47	95
47	104
47	107
47	118
48	7
48	16
48	21
48	34
48	45
48	47
48	53
48	60
48	61
48	62
48	79
48	88
48	97
48	106
48	125
48	127
49	15
49	24
49	28
49	30
49	39
49	47
49	59
49	63
49	66
49	78
49	80
49	84
49	88
49	110
49	112
49	121
50	18
50	33
50	38
50	43
50	55
50	60
50	63
50	67
50	81
50	86
50	87
50	108
50	112
50	113
50	118
50	127
51	1
51	4
51	12
51	17
51	21
51	41
51	47
51	57
51	64
51	67
51	68
51	70
51	86
51	87
51	89
51	91
52	1
52	2
52	3
52	5
52	17
52	21
52	27
52	33
52	91
52	95
52	98
52	99
52	103
52	117
52	121
52	126
53	25
53	27
53	48
53	62
53	71
53	73
53	78
53	80
53	90
53	99
53	100
